trace_id,user_id,level,platform,created_at,points,moves,unique_cells,revisits,duration_ms,duration_s,ms_per_move,median_dt_ms,thinking_moves,thinking_frac,thinking_ms,execution_ms,thinking_time_frac,longest_pause_ms,bbox_w,bbox_h,pattern,pattern_conf,age,style,gaming,hand,optimization,optimal_moves,optimality,redundancy
9934,u8mgiak2vo,round2,desktop,2026-06-19 09:36:35.173231+00,54,53,49,5,26417,26.417,498.4,355,1,0.0189,8270,18147,0.3131,8270,8,8,spiral,0.9998,30-44,I follow a set pattern,Rarely or never,Right,Sometimes,48,0.9057,1.1042
9935,dh42136f1x,round1,mobile,2026-06-19 09:36:38.186185+00,26,25,25,1,180973,180.973,7238.9,734,8,0.32,171090,9883,0.9454,157338,6,6,random_walk,0.6137,,,,,,25,1.0,1.0
9936,vfn07l8g1c,tutorial,mobile,2026-06-19 09:36:41.856853+00,32,31,32,0,17088,17.088,551.2,438,2,0.0645,3172,13916,0.1856,1981,6,6,spiral,1.0,,,,,,31,1.0,1.0
9937,5qp9j7ddzo,round2,desktop,2026-06-19 09:36:52.652341+00,49,48,49,0,15047,15.047,313.5,240,2,0.0417,2409,12638,0.1601,1287,8,8,random_walk,0.8172,30-44,I have a rough approach but adapt as I go,Regularly,Right,Regularly,48,1.0,1.0
9938,vfn07l8g1c,round1,mobile,2026-06-19 09:37:33.099818+00,28,27,25,3,45607,45.607,1689.1,554,7,0.2593,36048,9559,0.7904,26328,6,6,spiral,0.9978,,,,,,25,0.9259,1.08
9939,u8mgiak2vo,bonus1,desktop,2026-06-19 09:38:03.420976+00,101,100,84,17,45623,45.623,456.2,318,7,0.07,14287,31336,0.3132,4606,10,10,snake,0.9996,30-44,I follow a set pattern,Rarely or never,Right,Sometimes,86,0.86,1.1628
9940,dh42136f1x,round2,mobile,2026-06-19 09:38:05.552931+00,49,48,49,0,84768,84.768,1766.0,501,11,0.2292,67720,17048,0.7989,49056,8,8,random_walk,0.9339,,,,,,48,1.0,1.0
9941,vfn07l8g1c,round2,mobile,2026-06-19 09:38:13.570449+00,57,56,49,8,33108,33.108,591.2,409,8,0.1429,14029,19079,0.4237,4568,8,8,spiral,0.5803,,,,,,48,0.8571,1.1667
9942,yan14dj4t9,round1,mobile,2026-06-19 09:39:06.716669+00,28,27,25,3,27889,27.889,1032.9,569,9,0.3333,20376,7513,0.7306,6391,6,6,spiral,0.9983,30-44,I follow a set pattern,Sometimes,Right,Regularly,25,0.9259,1.08
9943,1y63rd80sd,tutorial,mobile,2026-06-19 09:40:37.919578+00,32,31,32,0,11725,11.725,378.2,197,1,0.0323,3998,7727,0.341,3998,6,6,spiral,1.0,,,,,,31,1.0,1.0
9944,hh77fq2qwp,tutorial,mobile,2026-06-19 09:41:31.684148+00,32,31,32,0,14044,14.044,453.0,201,4,0.129,6102,7942,0.4345,2211,6,6,spiral,1.0,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,31,1.0,1.0
9945,hh77fq2qwp,round1,mobile,2026-06-19 09:41:50.491823+00,32,31,25,7,15124,15.124,487.9,349,1,0.0323,1897,13227,0.1254,1897,6,6,spiral,0.997,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,25,0.8065,1.24
9946,d2dtiw4tgi,tutorial,mobile,2026-06-19 09:41:55.723901+00,32,31,32,0,27667,27.667,892.5,534,7,0.2258,16220,11447,0.5863,5719,6,6,snake,0.8507,,,,,,31,1.0,1.0
9947,896iyqjxk1,tutorial,desktop,2026-06-19 09:42:14.325333+00,32,31,32,0,12806,12.806,413.1,200,1,0.0323,6332,6474,0.4945,6332,6,6,spiral,1.0,30-44,I follow a set pattern,Regularly,Right,Sometimes,31,1.0,1.0
9948,hh77fq2qwp,round2,mobile,2026-06-19 09:42:15.358983+00,57,56,49,8,21996,21.996,392.8,284,4,0.0714,4624,17372,0.2102,1280,8,8,random_walk,0.5266,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,48,0.8571,1.1667
9949,896iyqjxk1,round1,desktop,2026-06-19 09:42:42.294861+00,26,25,25,1,22103,22.103,884.1,238,1,0.04,16147,5956,0.7305,16147,6,6,spiral,0.9993,30-44,I follow a set pattern,Regularly,Right,Sometimes,25,1.0,1.0
9950,d2dtiw4tgi,round2,mobile,2026-06-19 09:43:17.234003+00,54,53,49,5,46805,46.805,883.1,683,14,0.2642,25401,21404,0.5427,3620,8,8,spiral,0.9999,,,,,,48,0.9057,1.1042
9951,896iyqjxk1,round2,desktop,2026-06-19 09:43:29.625063+00,49,48,49,0,44479,44.479,926.6,228,3,0.0625,33115,11364,0.7445,29616,8,8,snake,0.5904,30-44,I follow a set pattern,Regularly,Right,Sometimes,48,1.0,1.0
9952,hh77fq2qwp,bonus1,mobile,2026-06-19 09:44:18.343987+00,143,142,84,59,57000,57.0,401.4,234,14,0.0986,17796,39204,0.3122,2862,10,10,spiral,0.9999,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,86,0.6056,1.6512
9953,hh77fq2qwp,bonus2,mobile,2026-06-19 09:45:41.650299+00,143,142,121,22,80347,80.347,565.8,333,11,0.0775,33040,47307,0.4112,14447,12,12,snake,0.9923,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,120,0.8451,1.1833
9954,mofszuuskr,tutorial,desktop,2026-06-19 09:46:32.643135+00,33,32,32,1,20264,20.264,633.2,544,5,0.1562,6798,13466,0.3355,1696,6,6,snake,0.7296,,,,,,31,0.9688,1.0323
9955,d2dtiw4tgi,bonus2,mobile,2026-06-19 09:46:48.704229+00,140,139,121,19,80304,80.304,577.7,400,14,0.1007,27302,53002,0.34,5100,12,12,spiral,0.5536,,,,,,120,0.8633,1.1583
9956,hh77fq2qwp,bonus3,mobile,2026-06-19 09:47:08.002905+00,245,244,176,69,82794,82.794,339.3,200,13,0.0533,15388,67406,0.1859,1615,14,14,spiral,0.9997,18-29,I have a rough approach but adapt as I go,Regularly,Right,Regularly,176,0.7213,1.3864
9957,rmxi2uiv08,tutorial,desktop,2026-06-19 09:47:30.943161+00,32,31,32,0,14218,14.218,458.6,279,2,0.0645,4408,9810,0.31,2930,6,6,random_walk,0.9933,,,,,,31,1.0,1.0
9958,rmxi2uiv08,round1,desktop,2026-06-19 09:47:57.009537+00,28,27,25,3,22504,22.504,833.5,342,3,0.1111,14477,8027,0.6433,5352,6,6,spiral,0.6842,,,,,,25,0.9259,1.08
9959,zrlvyinu2u,tutorial,desktop,2026-06-19 09:49:16.581414+00,32,31,32,0,12484,12.484,402.7,246,3,0.0968,4360,8124,0.3492,1725,6,6,spiral,0.9999,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,31,1.0,1.0
9960,zrlvyinu2u,round1,desktop,2026-06-19 09:49:34.33583+00,26,25,25,1,14249,14.249,570.0,344,5,0.2,7967,6282,0.5591,3257,6,6,random_walk,0.6137,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,25,1.0,1.0
9961,zrlvyinu2u,round2,desktop,2026-06-19 09:49:52.445858+00,55,54,49,6,15331,15.331,283.9,198,3,0.0556,3812,11519,0.2486,1591,8,8,random_walk,0.8073,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,48,0.8889,1.125
9962,iqyirwkefh,tutorial,desktop,2026-06-19 09:51:42.858033+00,32,31,32,0,15412,15.412,497.2,239,2,0.0645,8294,7118,0.5382,5907,6,6,spiral,0.9999,,,,,,31,1.0,1.0
9963,iqyirwkefh,round1,desktop,2026-06-19 09:52:01.273061+00,28,27,25,3,14534,14.534,538.3,319,4,0.1481,6133,8401,0.422,1978,6,6,random_walk,0.7395,,,,,,25,0.9259,1.08
9964,iqyirwkefh,round2,desktop,2026-06-19 09:52:22.976328+00,55,54,49,6,17271,17.271,319.8,258,1,0.0185,1839,15432,0.1065,1839,8,8,spiral,0.9995,,,,,,48,0.8889,1.125
9965,9j7t3qsng7,bonus2,mobile,2026-06-19 09:52:57.491511+00,125,124,121,4,121114,121.114,976.7,466,21,0.1694,74155,46959,0.6123,22597,12,12,snake,0.5139,45-59,I have a rough approach but adapt as I go,Sometimes,Left,Sometimes,120,0.9677,1.0333
9966,i6hrcm8u9n,tutorial,mobile,2026-06-19 09:53:34.501626+00,32,31,32,0,42955,42.955,1385.6,433,5,0.1613,30655,12300,0.7137,25071,6,6,spiral,1.0,30-44,I follow a set pattern,Regularly,Left,Regularly,31,1.0,1.0
9967,pz4bu9gjj0,tutorial,mobile,2026-06-19 09:54:03.545491+00,32,31,32,0,22652,22.652,730.7,192,3,0.0968,13790,8862,0.6088,7326,6,6,spiral,1.0,,,,,,31,1.0,1.0
9968,qv0wyivv2p,tutorial,mobile,2026-06-19 09:54:52.147441+00,32,31,32,0,29592,29.592,954.6,745,9,0.2903,16732,12860,0.5654,5265,6,6,spiral,1.0,,,,,,31,1.0,1.0
9969,qv0wyivv2p,round1,mobile,2026-06-19 09:55:35.455706+00,28,27,25,3,34288,34.288,1269.9,650,11,0.4074,26274,8014,0.7663,4013,6,6,spiral,0.9994,,,,,,25,0.9259,1.08
9970,75v1zoey6j,tutorial,desktop,2026-06-19 09:55:57.939728+00,32,31,32,0,12211,12.211,393.9,231,2,0.0645,4763,7448,0.3901,2510,6,6,spiral,1.0,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,31,1.0,1.0
9971,gez0r9q17z,tutorial,desktop,2026-06-19 09:56:22.255719+00,32,31,32,0,12293,12.293,396.5,271,3,0.0968,4794,7499,0.39,1962,6,6,spiral,1.0,,,,,,31,1.0,1.0
9972,pz4bu9gjj0,round1,mobile,2026-06-19 09:56:25.024709+00,28,27,25,3,138210,138.21,5118.9,466,7,0.2593,129037,9173,0.9336,117585,6,6,spiral,0.5594,,,,,,25,0.9259,1.08
9973,gez0r9q17z,round1,desktop,2026-06-19 09:56:40.138426+00,26,25,25,1,14447,14.447,577.9,450,3,0.12,3858,10589,0.267,1407,6,6,spiral,0.9993,,,,,,25,1.0,1.0
9974,75v1zoey6j,round1,desktop,2026-06-19 09:57:07.168757+00,28,27,25,3,13454,13.454,498.3,257,2,0.0741,6463,6991,0.4804,3402,6,6,spiral,0.9601,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,25,0.9259,1.08
9975,75v1zoey6j,round2,desktop,2026-06-19 09:57:31.317372+00,58,57,49,9,20312,20.312,356.4,225,3,0.0526,6928,13384,0.3411,3187,8,8,snake,0.9974,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,48,0.8421,1.1875
9976,i6hrcm8u9n,round1,mobile,2026-06-19 09:57:45.628561+00,26,25,25,1,243488,243.488,9739.5,800,8,0.32,231388,12100,0.9503,216120,6,6,spiral,0.9993,30-44,I follow a set pattern,Regularly,Left,Regularly,25,1.0,1.0
9977,76fdsn0zxq,tutorial,desktop,2026-06-19 09:57:49.684702+00,33,32,32,1,48184,48.184,1505.8,366,4,0.125,37424,10760,0.7767,31277,6,6,random_walk,0.9584,30-44,I have a rough approach but adapt as I go,Regularly,Right,Rarely or never,31,0.9688,1.0323
9978,pz4bu9gjj0,round2,mobile,2026-06-19 09:57:55.594518+00,51,50,49,2,87794,87.794,1755.9,578,17,0.34,72554,15240,0.8264,34558,8,8,random_walk,0.9624,,,,,,48,0.96,1.0417
9979,75v1zoey6j,bonus1,desktop,2026-06-19 09:58:36.453915+00,92,91,84,8,32147,32.147,353.3,221,4,0.044,11405,20742,0.3548,6385,10,10,snake,0.7328,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,86,0.9451,1.0581
9980,76fdsn0zxq,round1,desktop,2026-06-19 09:58:36.625447+00,26,25,25,1,43051,43.051,1722.0,454,6,0.24,34815,8236,0.8087,24148,6,6,random_walk,0.6137,30-44,I have a rough approach but adapt as I go,Regularly,Right,Rarely or never,25,1.0,1.0
9981,it43pa4oor,tutorial,mobile,2026-06-19 09:58:49.60956+00,32,31,32,0,7716,7.716,248.9,183,0,0.0,0,7716,0.0,898,6,6,spiral,1.0,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,31,1.0,1.0
9982,76fdsn0zxq,round2,desktop,2026-06-19 09:59:12.496858+00,52,51,49,3,31264,31.264,613.0,348,6,0.1176,15689,15575,0.5018,7782,8,8,snake,0.4534,30-44,I have a rough approach but adapt as I go,Regularly,Right,Rarely or never,48,0.9412,1.0625
9983,75v1zoey6j,bonus2,desktop,2026-06-19 09:59:21.329079+00,133,132,121,12,42377,42.377,321.0,231,6,0.0455,11028,31349,0.2602,4253,12,12,snake,0.9996,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,120,0.9091,1.1
9984,it43pa4oor,round1,mobile,2026-06-19 09:59:54.574664+00,26,25,25,1,63122,63.122,2524.9,583,8,0.32,54247,8875,0.8594,37627,6,6,spiral,0.9891,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,25,1.0,1.0
9985,75v1zoey6j,bonus3,desktop,2026-06-19 10:00:19.741599+00,192,191,176,16,55058,55.058,288.3,220,4,0.0209,10057,45001,0.1827,4716,14,14,snake,1.0,18-29,I have a rough approach but adapt as I go,Sometimes,Ambidextrous,Sometimes,176,0.9215,1.0852
9986,zg6hfdw65n,tutorial,desktop,2026-06-19 10:00:27.784472+00,32,31,32,0,33209,33.209,1071.3,248,1,0.0323,24373,8836,0.7339,24373,6,6,spiral,1.0,30-44,I follow a set pattern,Sometimes,Right,Sometimes,31,1.0,1.0
9987,tai4fjs2dq,tutorial,desktop,2026-06-19 10:00:56.212156+00,32,31,32,0,11632,11.632,375.2,283,2,0.0645,3233,8399,0.2779,1841,6,6,spiral,0.9995,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,31,1.0,1.0
9988,tai4fjs2dq,round1,desktop,2026-06-19 10:01:11.507333+00,26,25,25,1,10449,10.449,418.0,309,1,0.04,1105,9344,0.1058,1105,6,6,random_walk,0.6137,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,25,1.0,1.0
9989,tai4fjs2dq,round2,desktop,2026-06-19 10:01:30.429973+00,49,48,49,0,15349,15.349,319.8,292,1,0.0208,1120,14229,0.073,1120,8,8,random_walk,0.9871,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,48,1.0,1.0
9990,it43pa4oor,round2,mobile,2026-06-19 10:01:48.512346+00,49,48,49,0,111362,111.362,2320.0,722,18,0.375,96898,14464,0.8701,23505,8,8,random_walk,0.8172,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,48,1.0,1.0
9991,zg6hfdw65n,round1,desktop,2026-06-19 10:02:23.951338+00,26,25,25,1,110373,110.373,4414.9,431,6,0.24,102696,7677,0.9304,44970,6,6,random_walk,0.6137,30-44,I follow a set pattern,Sometimes,Right,Sometimes,25,1.0,1.0
9992,tai4fjs2dq,bonus1,desktop,2026-06-19 10:02:47.070587+00,97,96,84,13,34084,34.084,355.0,297,2,0.0208,3474,30610,0.1019,2049,10,10,random_walk,0.7496,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,86,0.8958,1.1163
9993,tai4fjs2dq,bonus2,desktop,2026-06-19 10:03:31.525799+00,134,133,121,13,42492,42.492,319.5,284,2,0.015,3464,39028,0.0815,2385,12,12,snake,0.8773,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,120,0.9023,1.1083
9994,sur0oco1cp,tutorial,mobile,2026-06-19 10:04:28.546227+00,32,31,32,0,52838,52.838,1704.5,834,10,0.3226,38416,14422,0.7271,22518,6,6,snake,0.8507,,,,,,31,1.0,1.0
9995,zg6hfdw65n,round2,desktop,2026-06-19 10:04:28.856706+00,49,48,49,0,121415,121.415,2529.5,375,5,0.1042,106217,15198,0.8748,55717,8,8,random_walk,0.8172,30-44,I follow a set pattern,Sometimes,Right,Sometimes,48,1.0,1.0
9996,tai4fjs2dq,bonus3,desktop,2026-06-19 10:04:57.400253+00,192,191,176,16,82906,82.906,434.1,345,8,0.0419,21163,61743,0.2553,7776,14,14,snake,1.0,18-29,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,176,0.9215,1.0852
9997,0uw3r3u9af,tutorial,desktop,2026-06-19 10:04:59.898104+00,32,31,32,0,32232,32.232,1039.7,495,6,0.1935,20711,11521,0.6426,9631,6,6,spiral,0.9997,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,31,1.0,1.0
9998,sur0oco1cp,round1,mobile,2026-06-19 10:05:20.865355+00,26,25,25,1,43464,43.464,1738.6,916,9,0.36,32263,11201,0.7423,14053,6,6,spiral,0.9993,,,,,,25,1.0,1.0
9999,0uw3r3u9af,round1,desktop,2026-06-19 10:05:33.251643+00,26,25,25,1,29369,29.369,1174.8,448,7,0.28,22264,7105,0.7581,11881,6,6,spiral,0.9821,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,25,1.0,1.0
10000,0uw3r3u9af,round2,desktop,2026-06-19 10:06:17.680146+00,57,56,49,8,40641,40.641,725.7,320,6,0.1071,24034,16607,0.5914,9378,8,8,random_walk,0.7829,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,48,0.8571,1.1667
10001,sur0oco1cp,round2,mobile,2026-06-19 10:06:28.352315+00,53,52,49,4,62209,62.209,1196.3,733,13,0.25,36918,25291,0.5935,18812,8,8,spiral,0.9953,,,,,,48,0.9231,1.0833
10002,9j7t3qsng7,bonus3,mobile,2026-06-19 10:07:41.743965+00,181,180,176,5,880101,880.101,4889.4,465,36,0.2,813324,66777,0.9241,649090,14,14,snake,1.0,45-59,I have a rough approach but adapt as I go,Sometimes,Left,Sometimes,176,0.9778,1.0227
10003,cbx400tll4,tutorial,mobile,2026-06-19 10:08:07.349843+00,32,31,32,0,47974,47.974,1547.5,910,10,0.3226,30006,17968,0.6255,10978,6,6,spiral,1.0,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,31,1.0,1.0
10004,rw30yoxabc,tutorial,desktop,2026-06-19 10:08:53.30869+00,32,31,32,0,11299,11.299,364.5,230,2,0.0645,4433,6866,0.3923,2733,6,6,spiral,1.0,,,,,,31,1.0,1.0
10005,cbx400tll4,round1,mobile,2026-06-19 10:09:25.938738+00,28,27,25,3,70160,70.16,2598.5,1279,22,0.8148,65709,4451,0.9366,11277,6,6,random_walk,0.7395,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,25,0.9259,1.08
10006,0uw3r3u9af,bonus1,desktop,2026-06-19 10:09:41.30288+00,93,92,84,9,60806,60.806,660.9,336,8,0.087,31431,29375,0.5169,18967,10,10,random_walk,0.9968,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,86,0.9348,1.0698
10007,it43pa4oor,bonus1,mobile,2026-06-19 10:09:45.355387+00,91,90,84,7,436171,436.171,4846.3,826,37,0.4111,403848,32323,0.9259,125721,10,10,snake,0.9956,18-29,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,86,0.9556,1.0465
10008,wd39qcz1z1,tutorial,mobile,2026-06-19 10:09:53.423593+00,34,33,32,2,35586,35.586,1078.4,833,14,0.4242,27612,7974,0.7759,4517,6,6,spiral,0.9761,,,,,,31,0.9394,1.0645
10009,sur0oco1cp,bonus1,mobile,2026-06-19 10:10:19.981995+00,95,94,84,11,155302,155.302,1652.1,966,44,0.4681,121578,33724,0.7828,24748,10,10,snake,0.9952,,,,,,86,0.9149,1.093
10010,0uw3r3u9af,bonus2,desktop,2026-06-19 10:10:40.772645+00,141,140,121,20,53781,53.781,384.1,272,7,0.05,14148,39633,0.2631,3376,12,12,snake,0.7211,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,120,0.8571,1.1667
10011,dylcg08nxf,tutorial,desktop,2026-06-19 10:11:06.15136+00,34,33,32,2,23143,23.143,701.3,256,3,0.0909,13058,10085,0.5642,8096,6,6,spiral,0.5398,,,,,,31,0.9394,1.0645
10012,cbx400tll4,round2,mobile,2026-06-19 10:11:06.362187+00,55,54,49,6,96536,96.536,1787.7,1085,35,0.6481,83086,13450,0.8607,11988,8,8,snake,0.5146,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,48,0.8889,1.125
10013,dylcg08nxf,round1,desktop,2026-06-19 10:11:33.943562+00,37,36,25,12,25516,25.516,708.8,400,8,0.2222,15100,10416,0.5918,5623,6,6,random_walk,0.8416,,,,,,25,0.6944,1.44
10014,cmczvlywgm,tutorial,desktop,2026-06-19 10:11:37.309763+00,32,31,32,0,15705,15.705,506.6,271,2,0.0645,6405,9300,0.4078,4440,6,6,spiral,1.0,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,31,1.0,1.0
10015,0uw3r3u9af,bonus3,desktop,2026-06-19 10:11:48.137141+00,193,192,176,17,63356,63.356,330.0,256,5,0.026,10509,52847,0.1659,4637,14,14,snake,1.0,30-44,I have a rough approach but adapt as I go,Rarely or never,Right,Rarely or never,176,0.9167,1.0909
10016,cmczvlywgm,round1,desktop,2026-06-19 10:11:54.191406+00,31,30,25,6,14081,14.081,469.4,372,2,0.0667,4213,9868,0.2992,2409,6,6,spiral,0.999,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,25,0.8333,1.2
10017,vm2a4khi4p,tutorial,desktop,2026-06-19 10:12:02.440612+00,32,31,32,0,11391,11.391,367.5,225,2,0.0645,2965,8426,0.2603,1749,6,6,spiral,0.9845,,,,,,31,1.0,1.0
10018,dylcg08nxf,round2,desktop,2026-06-19 10:12:11.809499+00,59,58,49,10,32029,32.029,552.2,423,8,0.1379,12720,19309,0.3971,3526,8,8,spiral,0.8387,,,,,,48,0.8276,1.2083
10019,vm2a4khi4p,round1,desktop,2026-06-19 10:12:16.672778+00,28,27,25,3,10791,10.791,399.7,296,2,0.0741,2723,8068,0.2523,1563,6,6,spiral,0.998,,,,,,25,0.9259,1.08
10020,cmczvlywgm,round2,desktop,2026-06-19 10:12:18.693873+00,50,49,49,1,17492,17.492,357.0,250,2,0.0408,3604,13888,0.206,2164,8,8,spiral,1.0,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,48,0.9796,1.0208
10021,vm2a4khi4p,round2,desktop,2026-06-19 10:12:43.29077+00,53,52,49,4,23346,23.346,449.0,272,6,0.1154,11264,12082,0.4825,2292,8,8,spiral,0.998,,,,,,48,0.9231,1.0833
10022,vpa404xezv,tutorial,desktop,2026-06-19 10:13:10.774103+00,40,39,32,8,10898,10.898,279.4,211,1,0.0256,1345,9553,0.1234,1345,6,6,snake,0.9754,18-29,I just start and figure it out,Regularly,Right,Sometimes,31,0.7949,1.2581
10023,sur0oco1cp,bonus2,mobile,2026-06-19 10:13:16.378367+00,134,133,121,13,172553,172.553,1297.4,650,34,0.2556,111293,61260,0.645,21317,12,12,spiral,1.0,,,,,,120,0.9023,1.1083
10024,vpa404xezv,round1,desktop,2026-06-19 10:13:29.199451+00,38,37,25,13,14434,14.434,390.1,331,2,0.0541,3110,11324,0.2155,1669,6,6,spiral,0.9999,18-29,I just start and figure it out,Regularly,Right,Sometimes,25,0.6757,1.48
10025,w7titb5cwc,tutorial,desktop,2026-06-19 10:13:47.802113+00,32,31,32,0,25149,25.149,811.3,345,5,0.1613,16275,8874,0.6471,8209,6,6,random_walk,0.6382,,,,,,31,1.0,1.0
10026,vpa404xezv,round2,desktop,2026-06-19 10:13:53.496706+00,61,60,49,12,19383,19.383,323.1,255,2,0.0333,2884,16499,0.1488,1563,8,8,spiral,0.5361,18-29,I just start and figure it out,Regularly,Right,Sometimes,48,0.8,1.25
10027,a7qcg6xs9u,tutorial,desktop,2026-06-19 10:14:09.776102+00,32,31,32,0,19232,19.232,620.4,330,1,0.0323,8867,10365,0.4611,8867,6,6,snake,0.8507,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,31,1.0,1.0
10028,nj5j3o21fw,tutorial,mobile,2026-06-19 10:14:25.454381+00,32,31,32,0,29508,29.508,951.9,333,4,0.129,19589,9919,0.6639,11957,6,6,spiral,1.0,,,,,,31,1.0,1.0
10029,cbx400tll4,bonus1,mobile,2026-06-19 10:15:01.275895+00,112,111,84,28,175242,175.242,1578.8,1027,57,0.5135,141727,33515,0.8088,30774,10,10,snake,0.9863,45-59,I have a rough approach but adapt as I go,Rarely or never,Right,Sometimes,86,0.7748,1.2907
10030,nj5j3o21fw,round1,mobile,2026-06-19 10:15:05.153336+00,28,27,25,3,35298,35.298,1307.3,307,6,0.2222,28014,7284,0.7936,15302,6,6,spiral,1.0,,,,,,25,0.9259,1.08
10031,vpa404xezv,bonus1,desktop,2026-06-19 10:15:09.856715+00,117,116,84,33,33500,33.5,288.8,210,2,0.0172,2634,30866,0.0786,1396,10,10,snake,0.7223,18-29,I just start and figure it out,Regularly,Right,Sometimes,86,0.7414,1.3488
10032,clvcmiic34,tutorial,desktop,2026-06-19 10:15:12.187796+00,32,31,32,0,8403,8.403,271.1,197,1,0.0323,1145,7258,0.1363,1145,6,6,snake,0.6055,30-44,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,31,1.0,1.0
10033,clvcmiic34,round1,desktop,2026-06-19 10:15:27.187856+00,26,25,25,1,11224,11.224,449.0,268,1,0.04,4009,7215,0.3572,4009,6,6,spiral,0.9993,30-44,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,25,1.0,1.0
10034,a7qcg6xs9u,round1,desktop,2026-06-19 10:15:43.154919+00,26,25,25,1,88680,88.68,3547.2,344,4,0.16,80646,8034,0.9094,59093,6,6,random_walk,0.6137,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,25,1.0,1.0
10035,clvcmiic34,round2,desktop,2026-06-19 10:15:48.674316+00,49,48,49,0,16968,16.968,353.5,222,3,0.0625,4711,12257,0.2776,1889,8,8,random_walk,0.8172,30-44,I have a rough approach but adapt as I go,Rarely or never,Left,Regularly,48,1.0,1.0
10036,vpa404xezv,bonus2,desktop,2026-06-19 10:15:49.905658+00,143,142,121,22,34450,34.45,242.6,195,2,0.0141,3134,31316,0.091,1696,12,12,spiral,0.9997,18-29,I just start and figure it out,Regularly,Right,Sometimes,120,0.8451,1.1833
10037,nj5j3o21fw,round2,mobile,2026-06-19 10:15:50.530979+00,56,55,49,7,41905,41.905,761.9,393,10,0.1818,25740,16165,0.6142,6052,8,8,spiral,0.9989,,,,,,48,0.8727,1.1458
10038,w7titb5cwc,round1,desktop,2026-06-19 10:15:59.904933+00,26,25,25,1,128614,128.614,5144.6,375,1,0.04,119393,9221,0.9283,119393,6,6,random_walk,0.6137,,,,,,25,1.0,1.0
10039,w7titb5cwc,round2,desktop,2026-06-19 10:16:33.541607+00,49,48,49,0,29661,29.661,617.9,375,5,0.1042,12419,17242,0.4187,3618,8,8,random_walk,0.952,,,,,,48,1.0,1.0
10040,vpa404xezv,bonus3,desktop,2026-06-19 10:16:40.286527+00,217,216,176,41,47567,47.567,220.2,195,1,0.0046,1087,46480,0.0229,1087,14,14,snake,1.0,18-29,I just start and figure it out,Regularly,Right,Sometimes,176,0.8148,1.2273
10041,a7qcg6xs9u,round2,desktop,2026-06-19 10:16:47.727475+00,49,48,49,0,50832,50.832,1059.0,293,6,0.125,36252,14580,0.7132,19153,8,8,random_walk,0.9871,30-44,I have a rough approach but adapt as I go,Sometimes,Right,Sometimes,48,1.0,1.0
10042,jdao3rkz0l,tutorial,desktop,2026-06-19 10:16:52.571139+00,32,31,32,0,21757,21.757,701.8,303,1,0.0323,12939,8818,0.5947,12939,6,6,spiral,1.0,45-59,I follow a set pattern,Sometimes,Right,Rarely or never,31,1.0,1.0
